cluster,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
0,231179.97535750765,0.005873340143003065,0.4842924923391215,0.4134339795582227,5.235572012257405,-13.993245786516853,0.6475995914198162,0.05986772216547498,0.649952130171093,0.8106949693564862,0.18844341164453524,0.4493292007150153,114.25398850868233,3.806179775280899
1,224697.49165385697,0.0575678191777263,0.6358812444521422,0.7086588148693411,5.2881638485353655,-7.417025114204681,0.6222477213189288,0.07832239710753643,0.2404306477076793,0.021621661383229775,0.20124964601961504,0.6845859901708199,125.05091926649203,3.9692783996189567
2,96903.01744563454,0.00275884453099643,0.6637304446608244,0.46648527263875367,5.012252515417073,-13.38913429081467,0.6545764362220059,0.8372132667964947,0.5866172673076924,0.0008786662804284324,0.43463677377474846,0.5831794628367413,100.21024066861409,3.550064913988965
3,224496.9801641123,0.00345856503458565,0.5051796182015461,0.3437056465075275,5.120473348704733,-12.081624067543741,0.6859148243591482,0.06022115488946155,0.6972376765702564,0.017416519312355893,0.18402996405804964,0.43099001932727515,113.8906592974366,3.8045910755459107
